id,labels,strategy,labels_weak1,labels_weak3
1409299387390513156,0,general discourse,0,1
1410128736150720512,0,general discourse,0,0
1411851553195978752,0,general discourse,0,0
1431052046015156227,1,against Western countries,0,1
1433635336710770690,0,general discourse,0,1
1429703703695482882,0,general discourse,0,1
1502498366348926983,0,general discourse,1,1
1539478805047394305,0,general discourse,1,1
1440048042170728456,0,general discourse,1,1
1451018487476936708,0,general discourse,1,1
1466086398662955008,0,general discourse,1,1
1468550431076880384,0,general discourse,0,1
1528394189767004160,0,general discourse,0,1
1531813470257049600,0,general discourse,0,1
1420075539344154624,1,against Western countries,1,1
1489558237967880192,1,pro Russian government,1,1
1521227954407182337,1,against Ukraine,1,1
1478599215156801540,0,general discourse,1,1
1480620417362636806,0,general discourse,0,1
1486333303670018048,0,general discourse,1,1
1507037680407699490,0,general discourse,0,0
1508909155318337539,0,general discourse,1,1
1504534674139344896,0,general discourse,0,1
1506778015279161347,0,general discourse,0,1
1500087883008409601,0,general discourse,0,1
1499046858185863170,0,general discourse,1,1
824111790229331968,0,general discourse,1,1
1489254434563497998,0,general discourse,1,1
1533451901580193792,0,general discourse,0,1
1489794641205551104,0,general discourse,0,1
1575602747117666304,0,general discourse,1,1
1574763735658688512,0,general discourse,1,1
1559448673737515009,0,general discourse,1,1
1478121359762878465,0,general discourse,1,1
1501284966130352128,0,general discourse,0,0
1406086612727988229,0,general discourse,1,1
1511055258574856196,0,general discourse,0,0
1489303127945891841,0,general discourse,1,1
1507491602385682433,0,general discourse,0,0
1488577307195420679,0,general discourse,1,1
1493598560775987209,0,general discourse,0,1
1496482657420689420,0,general discourse,0,0
1496655157530140673,0,general discourse,0,1
1496760696654086148,0,general discourse,1,1
1496816777698979842,0,general discourse,0,0
1496907358798295041,0,general discourse,0,0
1496981817764691969,1,against Ukraine,0,1
1497572568915656715,0,general discourse,1,1
1497794467931164674,0,general discourse,1,1
1498100353677631491,1,against Ukraine,1,1
1463585045701173252,0,general discourse,0,1
1498423072239636483,0,general discourse,0,1
1497690766113705985,0,general discourse,1,1
1507268882448498688,0,general discourse,0,1
1406100256828399616,0,general discourse,1,1
1498337491056836610,0,general discourse,1,1
1554241212613156864,0,general discourse,1,1
1506044538418352131,0,general discourse,1,1
1498516690208190465,0,general discourse,1,1
1508424057770889222,0,general discourse,1,1
1498432489840263169,1,against Western countries,0,0
1505334924764540928,0,general discourse,0,1
1498704017618313225,0,general discourse,0,0
1498805403613868035,1,pro Russian government,0,1
1502754070339145730,1,against Ukraine,0,1
1502026666582888454,1,against Ukraine,0,1
1498831569003302913,0,general discourse,0,1
1499025854692831241,0,general discourse,1,1
1499049877757906946,1,pro Russian government,0,0
1500092811625959429,0,general discourse,0,0
1500184274003464192,0,general discourse,0,0
1500591063047704576,0,general discourse,0,0
1501110909955104769,1,against Ukraine,0,1
1501481487128207361,0,general discourse,0,0
1507733194816503812,0,general discourse,0,0
1511234067886649345,0,general discourse,0,0
1509452504282853376,0,general discourse,0,0
1507097310756732929,0,general discourse,0,0
1501715551051255814,0,general discourse,1,1
1501986195856887810,1,against Ukraine,1,1
1502456828239691781,0,general discourse,1,1
1498035428481454088,0,general discourse,1,1
1399419014078734341,0,general discourse,1,1
1557531171726188544,0,general discourse,0,1
1493648961663647744,0,general discourse,1,1
1499427187979599873,0,general discourse,1,1
1403403702719946753,0,general discourse,1,1
1436400644081045511,0,general discourse,1,1
1539101570977214464,0,general discourse,1,1
1543832783998558208,0,general discourse,0,1
1479324862040756225,0,general discourse,1,1
1378112730226364417,0,general discourse,1,1
1420426346866651146,0,general discourse,1,1
1571147758807166979,0,general discourse,1,1
1512401219230343168,0,general discourse,1,1
1533659752298860545,0,general discourse,1,1
1502871109934399488,0,general discourse,0,1
1412513966685835267,0,general discourse,0,1
1512452205764304903,0,general discourse,1,1
1562892056036462593,1,against Ukraine,0,1
1518813497353715712,0,general discourse,1,1
1502947947461455879,1,against Ukraine,0,1
1503459692932124679,0,general discourse,0,0
1504047701742260226,1,against Ukraine,0,0
1504048348218728449,0,general discourse,0,0
1504049185628336133,0,general discourse,0,0
1504101743067635719,1,against Western countries,0,1
1501271143633752065,1,pro Russian government,0,0
1498475940975976448,0,general discourse,1,1
1529924826260987904,0,general discourse,1,1
1383575597914361863,0,general discourse,1,1
1510279099159302151,1,against Western countries,1,1
1504206634637139968,1,against Ukraine,0,1
1505099311583211520,0,general discourse,0,1
1506735537754972172,0,general discourse,0,0
1515117318489186310,0,general discourse,0,0
1506872308132155395,0,general discourse,1,1
1507522472005963779,0,general discourse,0,0
1508579163078217730,1,pro Russian government,1,1
1508933531216621570,0,general discourse,1,1
1509468088424620036,0,general discourse,0,0
1509467185395216387,0,general discourse,0,0
1507777539506376720,0,general discourse,0,0
1513380566607048706,0,general discourse,0,0
1510359581964308483,0,general discourse,0,0
1528284125890748416,0,general discourse,0,0
1572674242700795905,0,general discourse,0,0
1513514568521330691,0,general discourse,0,0
1513381131764314113,0,general discourse,0,0
1513514659118211075,0,general discourse,0,0
1516807188676857859,0,general discourse,0,0
1515253361540579329,0,general discourse,0,0
1513513671812689924,0,general discourse,0,0
1509467256832643072,0,general discourse,0,0
1512065229118615565,0,general discourse,0,0
1523571987280711680,0,general discourse,0,0
1524373394183049218,0,general discourse,0,0
1514572420895625221,0,general discourse,0,0
1513380878642253832,0,general discourse,0,0
1510524105468137473,0,general discourse,0,0
1522637035001073665,0,general discourse,0,0
1509467659007578114,0,general discourse,0,0
1513514714097242114,0,general discourse,0,0
1512066974020354050,0,general discourse,0,0
1572601451578380291,0,general discourse,0,0
1508078992057937927,0,general discourse,0,0
1509619429604302848,0,general discourse,0,0
1575921137581637632,0,general discourse,0,0
1575920087403577348,0,general discourse,0,0
1507746694380859403,0,general discourse,0,0
1510524772635090944,0,general discourse,0,0
1510337778843848710,0,general discourse,0,1
1510390681931501572,0,general discourse,0,0
1532315588701331457,0,general discourse,0,0
1510749374397423618,0,general discourse,1,1
1511478081537646594,0,general discourse,1,1
1425772917397331968,0,general discourse,0,0
1507261518886457345,0,general discourse,0,1
1542960466137317376,0,general discourse,0,0
1506283002749497349,0,general discourse,0,0
1572641707430187011,0,general discourse,0,1
1521841413654200321,0,general discourse,0,1
1498669916559454211,0,general discourse,1,1
1500725818829463554,0,general discourse,0,0
1548291021460582400,0,general discourse,0,0
1458372485104246790,0,general discourse,0,0
1502582828076306432,0,general discourse,1,1
1511612103836286979,1,against Ukraine,0,0
1512766198706053120,0,general discourse,1,1
1508038474951233541,1,against Ukraine,1,1
1511707011402059783,0,general discourse,0,1
1512579146836488197,0,general discourse,0,0
1515979986070552577,1,against Ukraine,1,1
1518375209744670720,1,against Ukraine,0,1
1520335747257090049,0,general discourse,0,1
1521090322402623490,0,general discourse,0,1
1521629350344409088,0,general discourse,0,1
1522666793852092417,1,against Western countries,0,0
1523570978751586304,0,general discourse,0,0
1527150854888992768,1,against Ukraine,0,0
1529277714519277568,0,general discourse,0,1
1532330497136795649,0,general discourse,1,1
1503651219180556291,0,general discourse,1,1
1504020818904375298,0,general discourse,0,1
1538798578512150528,0,general discourse,0,1
1501669760811077641,0,general discourse,0,1
1541049942759931904,0,general discourse,0,1
1532829917070647297,1,against Ukraine,0,1
1536345780906123264,0,general discourse,0,0
1537040284080644097,0,general discourse,0,1
1542855220534845440,0,general discourse,0,0
1549428234349060097,1,against Ukraine,0,1
1572241683990941696,0,general discourse,1,1
1541364884109246469,0,general discourse,0,1
1550072865222975488,0,general discourse,1,1
1550926121939738630,0,general discourse,1,1
1551670131851403264,0,general discourse,1,1
1552200009981956096,0,general discourse,0,0
1553856972436357120,0,general discourse,0,1
1498801724575784960,0,general discourse,1,1
1552078879702994946,0,general discourse,0,0
1554229897463209986,0,general discourse,0,1
1541072000730406916,0,general discourse,0,0
1554513518078185477,0,general discourse,1,1
1554938928632893441,0,general discourse,1,1
1519675799024156674,1,against Ukraine,1,1
1567591709449588738,1,against Western countries,1,1
1501055182351835137,1,against Ukraine,0,1
1555476958879907840,0,general discourse,0,0
1557013452333498375,0,general discourse,0,1
1562440822511247361,0,general discourse,0,1
1563135594980843520,0,general discourse,0,1
1515800458320883723,0,general discourse,1,1
1486995134248071172,0,general discourse,1,1
1554541203689029632,0,general discourse,1,1
1496622722750763017,0,general discourse,1,1
1506704387795828741,0,general discourse,1,1
1510845367465689092,0,general discourse,1,1
1525518543927779328,0,general discourse,1,1
1499391953477070848,0,general discourse,1,1
1510849456492711939,0,general discourse,1,1
1499107234659328000,0,general discourse,0,1
1552545288316936194,0,general discourse,1,1
1526247346169864193,0,general discourse,1,1
1500788421656260608,0,general discourse,0,1
1564614303126257670,0,general discourse,1,1
1540745037251616769,0,general discourse,0,1
1571552669231157255,0,general discourse,0,1
1572001339143430144,0,general discourse,1,1
1532070181622923264,1,pro Russian government,0,1
1519911869825396737,0,general discourse,1,1
1504857759719866371,0,general discourse,0,1
1543199053734744064,0,general discourse,1,1
1538411333862969346,0,general discourse,1,1
1506719271669452811,0,general discourse,0,1
1498100682691334144,0,general discourse,0,1
1505673043405856769,0,general discourse,1,1
1516416266243821589,0,general discourse,0,1
1506526632969920513,0,general discourse,1,1
1497948136760872961,0,general discourse,1,1
1526094785752313856,0,general discourse,0,1
1500274983708336131,0,general discourse,0,1
1507039671917944832,0,general discourse,1,1
1568720878610927618,0,general discourse,1,1
1573049373356851207,0,general discourse,0,1
1394394946166312963,0,general discourse,0,1
1572147327636328449,0,general discourse,0,1
1572690287717130242,0,general discourse,0,0
1494430440127709194,0,general discourse,0,0
1434740109283315712,0,general discourse,0,0
1574473678724599808,1,against Ukraine,1,1
1574906917444636673,0,general discourse,1,1
1574911503374856192,0,general discourse,0,0
1574245876842651649,0,general discourse,0,0
1571317657357680642,0,general discourse,0,0
1530398003994820608,0,general discourse,0,0
1575685219042365440,0,general discourse,1,1
1363713226924560385,0,general discourse,0,0
1365308244286128134,0,general discourse,1,1
1498817724411166732,0,general discourse,1,1
1373291237759975432,0,general discourse,0,1
1504835756707168274,0,general discourse,1,1
1531935951483805697,0,general discourse,0,1
1504779484100243488,0,general discourse,0,1
1508089528078249993,0,general discourse,0,1
1501541039294795777,0,general discourse,0,0
1563883814044196864,0,general discourse,1,1
1501258994337206276,1,pro Russian government,1,1
1500013578371452930,0,general discourse,0,1
1470124506891096067,0,general discourse,0,1
1502026682013732874,0,general discourse,0,1
1512525934586474512,0,general discourse,0,1
1512015629980688389,0,general discourse,1,1
1514470830545293315,0,general discourse,1,1
1492561592537559048,0,general discourse,1,1
1527786256796614656,0,general discourse,0,1
1498921298923339777,0,general discourse,0,1
1429400495089721347,0,general discourse,0,1
1500766031450677251,0,general discourse,1,1
1575736759903723523,0,general discourse,1,1
1499355217661468674,0,general discourse,0,1
1458703130452013059,0,general discourse,0,1
1521241845531037697,0,general discourse,1,1
1501873966402703360,0,general discourse,0,1
1499810339151564802,0,general discourse,1,1
1499700631321387014,1,against Western countries,1,1
1572614746418941952,0,general discourse,0,1
1573037312212189185,0,general discourse,1,1
1384505824593260548,0,general discourse,0,0
1399348815992397824,0,general discourse,0,0
1425217150868930560,0,general discourse,0,1
1460328173598560260,0,general discourse,0,1
1462599463512518660,0,general discourse,0,1
1477309447865307141,0,general discourse,0,1
1477715380978204674,0,general discourse,1,1
1478023704261140486,1,against Western countries,0,1
1481302039393153033,0,general discourse,1,1
1551141387302846464,0,general discourse,1,1
1494723211417767942,0,general discourse,1,1
1495754948184788996,1,pro Russian government,1,1
1500423630563561475,0,general discourse,0,1
1500151803769409537,0,general discourse,1,1
1500111955037671426,0,general discourse,1,1
1522843207150624768,0,general discourse,1,1
1543251755063992321,0,general discourse,1,1
1499824054534086666,0,general discourse,0,1
1485779691680284674,1,against Ukraine,1,1
1485988764094808076,0,general discourse,0,0
1486243492816994304,0,general discourse,1,1
1494371835378651140,0,general discourse,0,1
1496347112069545988,0,general discourse,0,0
1496869326392987651,0,general discourse,1,1
1496922524168429572,0,general discourse,0,0
1497194127192170500,0,general discourse,0,0
1497289986135433216,0,general discourse,0,1
1511133407019155456,1,against Ukraine,1,1
1509110045593976834,0,general discourse,1,1
1497871772460400642,0,general discourse,0,0
1497948905052459008,0,general discourse,0,0
1497949041094627330,0,general discourse,0,0
1498195088014393345,0,general discourse,0,1
1498327661382225928,0,general discourse,0,1
1498332867834880000,0,general discourse,1,1
1503407483737579521,1,against Ukraine,1,1
1482798832480133122,0,general discourse,1,1
1502388469997391874,0,general discourse,1,1
1510628655214514189,1,against Ukraine,1,1
1409255175638896641,0,general discourse,1,1
1498583362021511169,0,general discourse,0,0
1498651015112904710,0,general discourse,1,1
1491931608835932181,0,general discourse,0,1
1564732442476310528,0,general discourse,0,1
1496994852042469397,0,general discourse,1,1
1499076066203295755,0,general discourse,0,1
1426912824744361991,0,general discourse,0,1
1498661385932357634,0,general discourse,1,1
1498946212740882433,0,general discourse,0,1
1499050425789550592,1,against Western countries,0,0
1499140575408406540,0,general discourse,0,0
1495849785101885441,1,against Ukraine,0,0
1508035993693306883,0,general discourse,0,0
1499424361140428804,0,general discourse,1,1
1465213985301610500,0,general discourse,0,1
1499726479038550016,1,against Western countries,0,1
1500652648608907266,0,general discourse,0,1
1500876700749479939,0,general discourse,0,0
1522484754477875200,0,general discourse,0,0
1500985411341938694,0,general discourse,1,1
1519147713442553862,0,general discourse,1,1
1397301991433461766,0,general discourse,1,1
1501341356643565571,0,general discourse,1,1
1501602658880262148,0,general discourse,0,0
1501813234097078272,0,general discourse,0,0
1502026081192357893,0,general discourse,1,1
1502297961287634945,0,general discourse,0,1
1503341115315044353,0,general discourse,1,1
1503514693515812864,0,general discourse,1,1
1504226567072985094,0,general discourse,0,1
1504368503893151746,0,general discourse,0,1
1511280668533305347,0,general discourse,1,1
1504647488644526082,0,general discourse,1,1
1505332853139296260,0,general discourse,0,0
1505548167307276294,0,general discourse,1,1
1527680682314633216,0,general discourse,0,1
1505996166332391430,0,general discourse,0,0
1506263505258774534,0,general discourse,0,1
1507010095712030720,0,general discourse,1,1
1432758486518145031,0,general discourse,0,1
1400899957842927617,0,general discourse,1,1
1536118603518468098,0,general discourse,0,1
1558923241812533251,0,general discourse,0,1
1392675974295269379,0,general discourse,0,1
1410345689658400774,0,general discourse,0,1
1406303736314662913,0,general discourse,0,1
1509620612070883334,0,general discourse,1,1
1392170908006166539,0,general discourse,0,1
1497029077953388544,0,general discourse,1,1
1397015403537256449,0,general discourse,1,1
1514770401422807042,0,general discourse,1,1
1507672380633669633,0,general discourse,0,0
1526245752149794819,0,general discourse,0,0
1517608337684283394,0,general discourse,0,0
1534881158462332928,0,general discourse,0,0
1535501255199674368,0,general discourse,0,0
1507745681372585991,0,general discourse,1,1
1508050588138831874,0,general discourse,0,0
1509198413832806402,0,general discourse,0,0
1514035795203694594,0,general discourse,0,1
1497913550840365058,0,general discourse,1,1
1516646922567622659,0,general discourse,0,1
1517328942054707202,0,general discourse,1,1
1517362620679876609,1,against Ukraine,1,1
1531881252487172096,0,general discourse,0,1
1517427141524209664,0,general discourse,0,0
1509815696863248410,0,general discourse,0,1
1507656778380677123,0,general discourse,0,0
1575598610007195648,0,general discourse,0,1
1519329261743755268,0,general discourse,0,0
1519461731952644097,0,general discourse,1,1
1521476330528940032,0,general discourse,1,1
1420013046827786249,0,general discourse,0,1
1521716204062269440,0,general discourse,0,1
1570933424176910337,1,pro Russian government,1,1
1538855609616957440,0,general discourse,1,1
1522047547279351808,0,general discourse,0,0
1522953274504413184,0,general discourse,1,1
1568822884000481281,1,pro Russian government,1,1
1443785605649895431,0,general discourse,0,0
1554080072440889345,1,against Ukraine,0,1
1526551000286658560,1,against Ukraine,0,1
1527436720979197952,0,general discourse,0,0
1528770268151578624,0,general discourse,1,1
1536935879662800897,0,general discourse,0,0
1523081866865418241,1,against Ukraine,1,1
1496830769154646021,0,general discourse,0,0
1509982961965441028,1,against Western countries,1,1
1510082482288406530,1,against Ukraine,1,1
1505997271908896769,1,against Ukraine,1,1
1510955441425203205,1,pro Russian government,1,1
1485655639636467714,0,general discourse,1,1
1506083044683395075,1,against Ukraine,1,1
1508399578617417735,1,against Ukraine,1,1
1512604870980812803,1,against Ukraine,1,1
1527056944577617920,0,general discourse,1,1
1517669477055610880,0,general discourse,0,0
1509540365874913283,0,general discourse,0,1
1530520434000777217,1,against Western countries,1,1
1531318480909262861,1,against Western countries,1,1
1557770238619516928,1,against Ukraine,0,1
1531782428569874433,0,general discourse,1,1
1513180778502438912,1,against Western countries,0,1
1535242586411216902,0,general discourse,0,1
1531620170078248960,0,general discourse,0,0
1536486923685994497,0,general discourse,0,1
1537837082642628610,0,general discourse,1,1
1539756922118610944,0,general discourse,0,1
1567555380338896896,0,general discourse,0,1
1540366390682583040,0,general discourse,1,1
1508584079251451916,0,general discourse,1,1
